verdict	source_citation	keyword	raw_number	normalized	note	context
UNRESOLVED_CONTAINER	N.D.C.C. § 26.1-05-19	chapter	6-09.2	6-9.2	2-segment container absent	iations. 5. Bonds guaranteed under former chapter 6-09.2. 6. Bonds issued by the public finance authority
UNRESOLVED_CONTAINER	N.D.C.C. § 26.1-36.3-01	chapters	26.1-18	26.1-18	2-segment container absent	angement with the carrier under chapters 26.1-17, 26.1-18, and 26.1-47 to provide health care services to c
UNRESOLVED_CONTAINER	N.D.C.C. § 28-01.3-07	chapter	28-01.1	28-1.1	2-segment container absent	nor changes, several provisions of former chapter 28-01.1; and to simplify and provide an increased degree
UNRESOLVED_CONTAINER	N.D.C.C. § 30.1-01-06	chapter	47-24	47-24	2-segment container absent	, section 32-16-37, chapter 32-26, former chapter 47-24, chapter 47-24.1, business trusts providing for c
UNRESOLVED_CONTAINER	N.D.C.C. § 32-29.3-03	chapter	32-29.2	32-29.2	2-segment container absent	rate whenever made. Until August 1, 2005, chapter 32-29.2, as it existed on July 31, 2003, applies to agree
UNRESOLVED_CONTAINER	N.D.C.C. § 35-29-04	chapter	35-28	35-28	2-segment container absent	ting any lien filed under this chapter or chapter 35-28 as it existed prior to enactment of this chapter,
UNRESOLVED_CONTAINER	N.D.C.C. § 4.1-03-01	chapter	36-04	36-4	2-segment container absent	ttle and is required to be licensed under chapter 36-04. 8. "Participating producer" means a producer tha
UNRESOLVED_CONTAINER	N.D.C.C. § 43-15.4-01	chapter	19-03	19-3	2-segment container absent	or in schedules I through V as set out in chapter 19-03. 4. "Dispensing" means the delivery of a veterina
UNRESOLVED_CONTAINER	N.D.C.C. § 43-19.1-13	chapter	43-19	43-19	2-segment container absent	gineer by the state of North Dakota under chapter 43-19, on the thirtieth day of June 1967.
UNRESOLVED_CONTAINER	N.D.C.C. § 43-19.1-16	chapter	43-24	43-24	2-segment container absent	th Dakota, under the provisions of former chapter 43-24, on the thirtieth day of June 1967.
UNRESOLVED_CONTAINER	N.D.C.C. § 43-29-14	section	43-29.01	43-29.01	2-segment container absent	is an impaired veterinarian as defined by section 43-29.01.1 or an impaired veterinary technician as defined
UNRESOLVED_CONTAINER	N.D.C.C. § 45-10.2-03	chapter	45-10.1	45-10.1	2-segment container absent	1. After June 30, 2005, no person may use chapter 45-10.1 to form an entity. 2. Before January 1, 2006, thi
UNRESOLVED_CONTAINER	N.D.C.C. § 45-10.2-03	chapter	45-10.1	45-10.1	2-segment container absent	ion 4, a limited partnership formed under chapter 45-10.1 which elects, in the manner provided in its partn
UNRESOLVED_CONTAINER	N.D.C.C. § 45-10.2-03	chapter	45-10.1	45-10.1	2-segment container absent	: a. Any limited partnership formed under chapter 45-10.1 which has not previously elected to be governed b
UNRESOLVED_CONTAINER	N.D.C.C. § 45-10.2-03	chapter	45-10.1	45-10.1	2-segment container absent	ing each limited partnership formed under chapter 45-10.1 which has previously elected to become governed b
UNRESOLVED_CONTAINER	N.D.C.C. § 52-04-12	chapter	28-06.1	28-6.1	2-segment container absent	of the 1969 North Dakota Session Laws and chapter 28-06.1 of the Supplement to the North Dakota Century Cod
UNRESOLVED_CONTAINER	N.D.C.C. § 54-21.3-04	article	62-03	62-3	2-segment container absent	ained in North Dakota Administrative Code article 62-03. c. The State Fire Code, as contained in the rule
UNRESOLVED_CONTAINER	N.D.C.C. § 55-10-08	chapter	32-29.2	32-29.2	2-segment container absent	bitration must proceed in accordance with chapter 32-29.2.
UNRESOLVED_CONTAINER	N.D.C.C. § 57-15-20	chapter	57-17	57-17	2-segment container absent	approved by electors of a township under chapter 57-17 before January 1, 2015, may continue to be impose
UNRESOLVED_CONTAINER	N.D.C.C. § 57-20-07.1	chapter	50-34	50-34	2-segment container absent	ax savings realized by the taxpayer under chapter 50-34 for taxable years before 2019, chapter 50-35 for
UNRESOLVED_CONTAINER	N.D.C.C. § 57-20-07.1	chapter	57-64	57-64	2-segment container absent	mills of mill levy reduction grant under chapter 57-64 for the 2012 taxable year; and (b) The 2012 taxab
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-01.3	chapter	57-35.3	57-35.3	2-segment container absent	ing a net operating loss calculated under chapter 57-35.3 for tax years beginning before January 1, 2013. I
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-01.35	chapter	57-35.3	57-35.3	2-segment container absent	on that was a financial institution under chapter 57-35.3 may elect to be treated as a taxable corporation
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-01.35	chapter	57-35.3	57-35.3	2-segment container absent	s earned by a financial institution under chapter 57-35.3 for tax years beginning before January 1, 2013, m
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-01.35	chapter	57-35.3	57-35.3	2-segment container absent	nstitution would have been entitled under chapter 57-35.3. c. Any unused net operating losses incurred by a
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-01.35	chapter	57-35.3	57-35.3	2-segment container absent	incurred by a financial institution under chapter 57-35.3 for tax years beginning before January 1, 2013, m
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-01.35	chapter	57-35.3	57-35.3	2-segment container absent	nstitution would have been entitled under chapter 57-35.3.
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-34	chapter	57-35.3	57-35.3	2-segment container absent	person that was subject to the tax under chapter 57-35.3 for the calendar year ending December 31, 2012, p
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-34	chapter	57-35.3	57-35.3	2-segment container absent	. A person that previously reported under chapter 57-35.3 on a calendar year basis and files its federal in
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-38	chapter	57-35.3	57-35.3	2-segment container absent	tax would be due under the provisions of chapter 57-35.3 in effect for taxable years beginning before Janu
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-40	chapter	57-35.3	57-35.3	2-segment container absent	been entitled to a credit or refund under chapter 57-35.3 for a taxable year beginning before January 1, 20
UNRESOLVED_CONTAINER	N.D.C.C. § 57-38-59.2	chapter	53-12	53-12	2-segment container absent	from a lottery game operated pursuant to chapter 53-12. Every person who receives a payment from the win
UNRESOLVED_CONTAINER	N.D.C.C. § 58-13-09	chapter	36-22	36-22	2-segment container absent	e for the disposition of the animal under chapter 36-22. The poundmaster may recover charges and expenses
UNRESOLVED_CONTAINER	N.D.C.C. § 6-09.7-01	chapter	6-09.1	6-9.1	2-segment container absent	ank of North Dakota appointed pursuant to chapter 6-09.1 shall act in an advisory capacity concerning the
UNRESOLVED_CONTAINER	N.D.C.C. § 60-01-34	chapters	36-22	36-22	2-segment container absent	f a depositary for hire. Notwithstanding chapters 36-22 and 47-30.2 or any other provision of law, an ind
UNRESOLVED_CONTAINER	N.D.C.C. § 61-32-03.3	chapters	61-21	61-21	2-segment container absent	he benefits and assessment amounts under chapters 61-21 and 61-16.1, without conducting the reassessment
UNRESOLVED_NO_PARENT	N.D.C.C. § 1-04-05	sections	10-07-01	10-7-1	chapter absent in-corpus	xtent as it would have been had sections 6-08-21, 10-07-01, and 10-07-02 been in force at the time of its ex
UNRESOLVED_NO_PARENT	N.D.C.C. § 1-04-05	sections	10-07-02	10-7-2	chapter absent in-corpus	uld have been had sections 6-08-21, 10-07-01, and 10-07-02 been in force at the time of its execution.
UNRESOLVED_NO_PARENT	N.D.C.C. § 1-04-16	section	30-13-05	30-13-5	chapter absent in-corpus	made for any of the purposes mentioned in section 30-13-05 and which has been executed and delivered under t
UNRESOLVED_NO_PARENT	N.D.C.C. § 1-04-19	section	30-13-12	30-13-12	chapter absent in-corpus	ounty court of this state, as provided by section 30-13-12, without the entry of a subsequent order or judgm
UNRESOLVED_NO_PARENT	N.D.C.C. § 10-32.1-02	section	10-31.2-51	10-31.2-51	chapter absent in-corpus	ties of the company under subsection 3 of section 10-31.2-51; or (2) By a person appointed under subsection 4
UNRESOLVED_NO_PARENT	N.D.C.C. § 10-32.1-05	section	10-32-51	10-32-51	chapter absent in-corpus	ified in subdivision k of subsection 1 of section 10-32-51, at the principal executive office of the limited
UNRESOLVED_NO_PARENT	N.D.C.C. § 10-32.1-05	section	10-32-51	10-32-51	chapter absent in-corpus	tates as determined under subsection 1 of section 10-32-51, before the limited liability company became subj
UNRESOLVED_NO_PARENT	N.D.C.C. § 10-32.1-05	section	10-32-56	10-32-56	chapter absent in-corpus	lying paragraph 1, subsections 3 and 4 of section 10-32-56, continue to apply to the limited liability compa
UNRESOLVED_NO_PARENT	N.D.C.C. § 10-32.1-05	section	10-32-55	10-32-55	chapter absent in-corpus	1 and subsections 2 and 3 of 10-32-54 and section 10-32-55 continue to apply to the limited liability compan
UNRESOLVED_NO_PARENT	N.D.C.C. § 10-32.1-05	section	10-32-40.1	10-32-40.1	chapter absent in-corpus	of applying paragraph 7, subsection 1 of section 10-32-40.1 continues to apply to the limited liability compa
UNRESOLVED_NO_PARENT	N.D.C.C. § 11-11-57	section	4-01-17.1	4-1-17.1	chapter absent in-corpus	nd injurious rodent control as defined in section 4-01-17.1, and may enter into cooperative agreements with t
UNRESOLVED_NO_PARENT	N.D.C.C. § 12-47-39	section	26.1-33.2-01	26.1-33.2-1	chapter absent in-corpus	ronically ill" has the same meaning as in section 26.1-33.2-01. b. "Department" means the department of correcti
UNRESOLVED_NO_PARENT	N.D.C.C. § 12-47-39	section	26.1-33.2-01	26.1-33.2-1	chapter absent in-corpus	erminally ill" has the same meaning as in section 26.1-33.2-01. 2. If an offender is to be given an early releas
UNRESOLVED_NO_PARENT	N.D.C.C. § 12.1-32-15	section	27-20-52.1	27-20-52.1	chapter absent in-corpus	child under section 12.1-32-15 or former section 27-20-52.1 before August 1, 1999, the individual may petitio
UNRESOLVED_NO_PARENT	N.D.C.C. § 14-19-10	section	14-17-04	14-17-4	chapter absent in-corpus	- Effect on presumptions under section 14-17-04 - Notice. Repealed by S.L. 2005, ch. 135, § 11.
UNRESOLVED_NO_PARENT	N.D.C.C. § 15-72-01	chapter	69-05.2-12	69-5.2-12	chapter absent in-corpus	1-16 and North Dakota Administrative Code chapter 69-05.2-12. The coal mine reclamation trust may be used to f
UNRESOLVED_NO_PARENT	N.D.C.C. § 15-72-03	chapter	69-05.2-12	69-5.2-12	chapter absent in-corpus	dy under North Dakota Administrative Code chapter 69-05.2-12 shall certify to the public service commission: a
UNRESOLVED_NO_PARENT	N.D.C.C. § 15-72-03	chapter	69-05.2-12	69-5.2-12	chapter absent in-corpus	nce with North Dakota Administrative Code chapter 69-05.2-12. b. The person has authority to place the assets
UNRESOLVED_NO_PARENT	N.D.C.C. § 15-72-03	chapter	69-05.2-12	69-5.2-12	chapter absent in-corpus	ments of North Dakota Administrative Code chapter 69-05.2-12 have been satisfied. 2. Real property posted as a
UNRESOLVED_NO_PARENT	N.D.C.C. § 15.1-12-23	sections	15-53.1-37	15-53.1-37	chapter absent in-corpus	xable property, as permitted by repealed sections 15-53.1-37 and 15-53.1-38 on December 31, 1984, shall contin
UNRESOLVED_NO_PARENT	N.D.C.C. § 15.1-12-23	sections	15-53.1-38	15-53.1-38	chapter absent in-corpus	as permitted by repealed sections 15-53.1-37 and 15-53.1-38 on December 31, 1984, shall continue to levy the
UNRESOLVED_NO_PARENT	N.D.C.C. § 18-08-12	chapter	10-07-01	10-7-1	chapter absent in-corpus	forth in North Dakota Administrative Code chapter 10-07-01. 3. For purposes of this section, "residential bu
UNRESOLVED_NO_PARENT	N.D.C.C. § 18-12-16	chapter	10-07-01	10-7-1	chapter absent in-corpus	forth in North Dakota Administrative Code chapter 10-07-01.
UNRESOLVED_NO_PARENT	N.D.C.C. § 20.1-02-05	section	4-01-17.1	4-1-17.1	chapter absent in-corpus	permit from the director. 14. Pursuant to section 4-01-17.1, cooperate with the agriculture commissioner, the
UNRESOLVED_NO_PARENT	N.D.C.C. § 23-01-22	sections	23-29-10	23-29-10	chapter absent in-corpus	department shall proceed as provided by sections 23-29-10 and 23-29-11. The department shall assess the ow
UNRESOLVED_NO_PARENT	N.D.C.C. § 23-01-22	sections	23-29-11	23-29-11	chapter absent in-corpus	hall proceed as provided by sections 23-29-10 and 23-29-11. The department shall assess the owner or operat
UNRESOLVED_NO_PARENT	N.D.C.C. § 23-30-07	section	23-18-01	23-18-1	chapter absent in-corpus	oved levy authority under this section or section 23-18-01 authorized by electors of a county before January
UNRESOLVED_NO_PARENT	N.D.C.C. § 24-02-01.1	sections	49-17.2-27	49-17.2-27	chapter absent in-corpus	and 39, chapter 49-17.1, and sections 49-10.1-17, 49-17.2-27, and 55-01-01. 2. The motor vehicle department an
UNRESOLVED_NO_PARENT	N.D.C.C. § 26.1-10-05	chapter	45-03-13	45-3-13	chapter absent in-corpus	fined by North Dakota Administrative Code chapter 45-03-13 or a condition that would be grounds for supervis
UNRESOLVED_NO_PARENT	N.D.C.C. § 26.1-35-00.2	section	25.1-35-01	25.1-35-1	chapter absent in-corpus	s or contracts subject to subsection 2 of section 25.1-35-01. b. Which policies or contracts or types of polic
UNRESOLVED_NO_PARENT	N.D.C.C. § 26.1-35-02	sections	26-03-33	26-3-33	chapter absent in-corpus	r to July 1, 1977, are those provided by sections 26-03-33, 26-03-34, and 26-10-01 as they existed on June 3
UNRESOLVED_NO_PARENT	N.D.C.C. § 26.1-35-02	sections	26-03-34	26-3-34	chapter absent in-corpus	1, 1977, are those provided by sections 26-03-33, 26-03-34, and 26-10-01 as they existed on June 30, 1977. E
UNRESOLVED_NO_PARENT	N.D.C.C. § 26.1-35-02	sections	26-10-01	26-10-1	chapter absent in-corpus	hose provided by sections 26-03-33, 26-03-34, and 26-10-01 as they existed on June 30, 1977. Except as other
UNRESOLVED_NO_PARENT	N.D.C.C. § 39-21-52	chapter	37-12-02	37-12-2	chapter absent in-corpus	hicles. The provisions of this chapter or chapter 37-12-02 of the North Dakota Administrative Code relating
UNRESOLVED_NO_PARENT	N.D.C.C. § 43-12.1-04	chapter	75-03-17	75-3-17	chapter absent in-corpus	03.2 and North Dakota Administrative Code chapter 75-03-17; c. Within a treatment or care center for individ
UNRESOLVED_NO_PARENT	N.D.C.C. § 45-12-02	section	45-09-13	45-9-13	chapter absent in-corpus	business of a dissolved partnership under section 45-09-13; and b. Before January 1, 1996, that elects, as p
UNRESOLVED_NO_PARENT	N.D.C.C. § 45-13-04.1	section	10-32-11	10-32-11	chapter absent in-corpus	ame in the manner provided in section 10-19.1-14, 10-32-11, 10-32.1-12, 45-10.2-11, 45-13-04.2, or 45-22-05;
UNRESOLVED_NO_PARENT	N.D.C.C. § 45-13-04.1	section	10-32-11	10-32-11	chapter absent in-corpus	ame in the manner provided in section 10-19.1-14, 10-32-11, 10-32.1-12, 45-10.2-11, 45-13-04.2, or 45-22-05;
UNRESOLVED_NO_PARENT	N.D.C.C. § 45-16-08	section	10-16-07	10-16-7	chapter absent in-corpus	thout a meeting is effective according to section 10-16-07. 6. Waiver of notice by a partner at a meeting by
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-06.3-12	sections	50-24-13	50-24-13	chapter absent in-corpus	and vested or instruments executed under sections 50-24-13, 50-24-15, 50-24-30, 50-24-33, 50-24-34, and 50-2
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-06.3-12	sections	50-24-15	50-24-15	chapter absent in-corpus	or instruments executed under sections 50-24-13, 50-24-15, 50-24-30, 50-24-33, 50-24-34, and 50-24-38 prior
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-06.3-12	sections	50-24-30	50-24-30	chapter absent in-corpus	ments executed under sections 50-24-13, 50-24-15, 50-24-30, 50-24-33, 50-24-34, and 50-24-38 prior to July 1
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-06.3-12	sections	50-24-33	50-24-33	chapter absent in-corpus	uted under sections 50-24-13, 50-24-15, 50-24-30, 50-24-33, 50-24-34, and 50-24-38 prior to July 1, 1979, co
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-06.3-12	sections	50-24-34	50-24-34	chapter absent in-corpus	sections 50-24-13, 50-24-15, 50-24-30, 50-24-33, 50-24-34, and 50-24-38 prior to July 1, 1979, continue to
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-06.3-12	sections	50-24-38	50-24-38	chapter absent in-corpus	4-13, 50-24-15, 50-24-30, 50-24-33, 50-24-34, and 50-24-38 prior to July 1, 1979, continue to be effective u
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-25.1-16.1	section	50-25-03	50-25-3	chapter absent in-corpus	s. An individual required to report under section 50-25-03 with knowledge or reasonable cause to suspect a p
UNRESOLVED_NO_PARENT	N.D.C.C. § 50-25.1-16.1	section	50-25-03	50-25-3	chapter absent in-corpus	ndividual shall report in accordance with section 50-25-03.
UNRESOLVED_NO_PARENT	N.D.C.C. § 57-15-01.1	section	57-64-03	57-64-3	chapter absent in-corpus	rs for an extension under subsection 2 of section 57-64-03. d. Reduced by the amount of state aid under chap
UNRESOLVED_NO_PARENT	N.D.C.C. § 57-15-06.6	section	4-02-26	4-2-26	chapter absent in-corpus	air buildings and property as provided in section 4-02-26. e. Acquiring and developing real estate, capital
UNRESOLVED_NO_PARENT	N.D.C.C. § 57-15-06.7	section	23-18-01	23-18-1	chapter absent in-corpus	unity hospital association as provided in section 23-18-01 may levy a tax for not more than five years not e
UNRESOLVED_NO_PARENT	N.D.C.C. § 57-15-12	section	52-09-08	52-9-8	chapter absent in-corpus	2, old-age and survivors' insurance under section 52-09-08, an employee retirement program established by th
UNRESOLVED_NO_PARENT	N.D.C.C. § 57-15-20.1	section	57-17-05	57-17-5	chapter absent in-corpus	pon approval by the voters as provided in section 57-17-05, such excess levy may be levied for the years spe
UNRESOLVED_NO_PARENT	N.D.C.C. § 59-16.1-09	sections	59-6.1-04	59-6.1-4	chapter absent in-corpus	int in favor of an appointed trust under sections 59-6.1-04 and 59-16.1-05 whether or not there is a current
UNRESOLVED_NO_PARENT	N.D.C.C. § 61-32-03.3	sections	61-21-44	61-21-44	chapter absent in-corpus	eassessment of benefit proceedings under sections 61-21-44 and 61-16.1-26, provided the property is not asse
UNRESOLVED_NO_PARENT	N.D.C.C. § 63-05-02	section	63-01.1-06	63-1.1-6	chapter absent in-corpus	otice must be paid from funds provided in section 63-01.1-06 by the board of county commissioners.
