verdict	source_citation	keyword	raw_number	normalized	note	context
UNRESOLVED_CONTAINER	N.D.A.C. § 33-09-03-04	section	23-17.2-11	23-17.2-11	3-segment container absent	subsection 4 of North Dakota Century Code section 23-17.2-11, the health council may consider the application
UNRESOLVED_CONTAINER	N.D.A.C. § 33-11-01.1-09	chapter	33-11-02.1	33-11-2.1	3-segment container absent	licensed ambulance service, as defined in chapter 33-11-02.1, that provides medical oversight for the quick re
UNRESOLVED_CONTAINER	N.D.A.C. § 33-11-01.2-04	chapter	33-11.2-15	33-11.2-15	3-segment container absent	section 33-11-01.2-14 or 33-11-01.2-17 or chapter 33-11.2-15; or b. The county commission or city commission h
UNRESOLVED_CONTAINER	N.D.A.C. § 33-13-01-01	chapter	25-12	25-12	2-segment container absent	e provisions of North Dakota Century Code chapter 25-12. (a) If the governing authority is a public organ
UNRESOLVED_CONTAINER	N.D.A.C. § 33-13-01-01	chapter	25-12-03	25-12-3	3-segment container absent	er described in North Dakota Century Code chapter 25-12-03. (3) The center's governing board shall adopt byl
UNRESOLVED_CONTAINER	N.D.A.C. § 33-13-01-04	article	33-08	33-8	2-segment container absent	t the policies and standards set forth in article 33-08. General Authority: NDCC 28-32-02 Law Implemented
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-01	section	19-13.1-02	19-13.1-2	3-segment container absent	subsection 2 of North Dakota Century Code section 19-13.1-02: raw meat, hay, straw, stover, silages, cobs, hus
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-01	section	19-13.1-07	19-13.1-7	3-segment container absent	the meaning of North Dakota Century Code section 19-13.1-07. 4. Individual chemical compounds and substances
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-01	section	19-13.1-02	19-13.1-2	3-segment container absent	subsection 2 of North Dakota Century Code section 19-13.1-02. It has been determined that these products meet
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-02	section	19-13.1-04	19-13.1-4	3-segment container absent	subsection 3 of North Dakota Century Code section 19-13.1-04 include the following items, unless exempted in p
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-02	section	19-13.1-04	19-13.1-4	3-segment container absent	subsection 4 of North Dakota Century Code section 19-13.1-04. (1) The name of each ingredient as defined in th
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-02	section	19-13.1-04	19-13.1-4	3-segment container absent	1 through 5 of North Dakota Century Code section 19-13.1-04 must appear in its entirety on one side of the la
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-09	section	19-13.1-07	19-13.1-7	3-segment container absent	subsection 1 of North Dakota Century Code section 19-13.1-07, the terms "poisonous or deleterious substances"
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-10	sections	225.1-225.115	225.1-225.115	2-segment container absent	, Code of Federal Regulations, part 225, sections 225.1-225.115. 2. The regulations prescribing good manufacturin
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-10	sections	226.1-226.115	226.1-226.115	2-segment container absent	, Code of Federal Regulations, part 226, sections 226.1-226.115. History: Effective August 1, 1988. General Autho
UNRESOLVED_CONTAINER	N.D.A.C. § 33-32-02-11	section	19-13.1-07	19-13.1-7	3-segment container absent	se of enforcing North Dakota Century Code section 19-13.1-07, a feed must be considered adulterated if analysi
UNRESOLVED_CONTAINER	N.D.A.C. § 33-33-04.1-01	section	8-201.14	8-201.14	2-segment container absent	cal control point plan as specified under section 8-201.14 and paragraphs 8-103.12 (A) and (B); (2) The food
UNRESOLVED_CONTAINER	N.D.A.C. § 33-39-01-05	chapter	33-33-04	33-33-4	3-segment container absent	tensil washing must be in compliance with chapter 33-33-04. Sanitizing solutions must comply with 21 CFR sec
UNRESOLVED_CONTAINER	N.D.A.C. § 33-39-01-06	chapter	33-33-04	33-33-4	3-segment container absent	ng utensils that meet the requirements in chapter 33-33-04 shall use single-service articles. All single-ser
UNRESOLVED_CONTAINER	N.D.A.C. § 33-43-01-13	chapter	75-03-16	75-3-16	3-segment container absent	11-01 or North Dakota Administrative Code chapter 75-03-16; e. Within the development center at Westwood Par
UNRESOLVED_CONTAINER	N.D.A.C. § 33-44-01-01	chapter	23-20.3	23-20.3	2-segment container absent	e as defined in North Dakota Century Code chapter 23-20.3. 13. "Laboratory" means a laboratory selected by
UNRESOLVED_CONTAINER	N.D.A.C. § 33-44-01-15	chapter	23-20.3	23-20.3	2-segment container absent	nt standards in North Dakota Century Code chapter 23-20.3. 3. Medical marijuana waste not designated as haz
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-10-11-05	chapters	33.1-10-03	33.1-10-3	3-segment container absent	under the reciprocity provisions of type chapters 33.1-10-03 and 33.1-10-19 (Application fee is due three Nonr
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-10-23-22	chapters	23-20.2	23-20.2	2-segment container absent	amendments to North Dakota Century Code chapters 23-20.2, 23.1-02, 23.1-03, or 23.1-05, or by reason of ru
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-16-01-01.1	chapter	33.1-16-03	33.1-16-3	3-segment container absent	ment regulates livestock operations under chapter 33.1-16-03, including those which are not subject to this su
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-18-01-01	chapters	43-35	43-35	2-segment container absent	nt to North Dakota Century Code chapters 23.1-01, 43-35, and 61-28.1. A person, partnership, association,
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-18-01-02	chapter	43-35	43-35	2-segment container absent	e provisions of North Dakota Century Code chapter 43-35. 30. "Water well pump and pitless unit installer"
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-18-01-02	chapter	43-35	43-35	2-segment container absent	e provisions of North Dakota Century Code chapter 43-35. 31. "Well development" means the general process
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-18-01-10	Section	1-13	1-13	2-segment container absent	led procedures for abandoning wells, see Section A1-13, Sealing Abandoned Wells, AWWA Standards for Deep
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-18-01-10	chapter	33-18-01	33-18-1	3-segment container absent	structed to comply with department rules, chapter 33-18-01, "Water Well Construction and Water Well Pump Ins
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-18-02-04	chapter	43-35	43-35	2-segment container absent	e meaning as in North Dakota Century Code chapter 43-35, except that: 1. "Annular-space: annulus" means
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-20-01.1-03	chapter	33.1-16-03	33.1-16-3	3-segment container absent	61-28 or North Dakota Administrative Code chapter 33.1-16-03, or by any agricultural processing operation. Thi
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-20-01.1-03	chapter	33.1-16-03	33.1-16-3	3-segment container absent	61-28 or North Dakota Administrative Code chapter 33.1-16-03 that is stored in a feedlot or waste storage stru
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-20-13-04	chapter	43-35	43-35	2-segment container absent	s stipulated in North Dakota Century Code chapter 43-35 and article 33.1-18. History: Effective January 1
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-25-01-16	article	43-35	43-35	2-segment container absent	class V wells shall be in compliance with article 43-35 and submit to the director a log of formations pe
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-34-01-01	chapter	19-10	19-10	2-segment container absent	apter or any rule promulgated pursuant to chapter 19-10 of the North Dakota Century Code. If gasoline is
UNRESOLVED_CONTAINER	N.D.A.C. § 33.1-34-01-01	chapter	19-10	19-10	2-segment container absent	apter or any rule promulgated pursuant to chapter 19-10 of the North Dakota Century Code. 3. Permissible
UNRESOLVED_CONTAINER	N.D.A.C. § 37-03-05-05	chapter	26-42	26-42	2-segment container absent	ent pursuant to North Dakota Century Code chapter 26-42. History: Effective January 1, 1979. General Auth
UNRESOLVED_CONTAINER	N.D.A.C. § 40-02-02-04	chapters	10-24	10-24	2-segment container absent	n formed under North Dakota Century Code chapters 10-24 through 10-28 need not be accompanied by a report
UNRESOLVED_CONTAINER	N.D.A.C. § 40-02-02-04	chapters	10-28	10-28	2-segment container absent	North Dakota Century Code chapters 10-24 through 10-28 need not be accompanied by a report filing fee pa
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-01-15	chapter	43-35	43-35	2-segment container absent	ion pursuant to North Dakota Century Code chapter 43-35. General Authority: NDCC 38-12.1-04 Law Implement
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02-12.5	chapter	33-25-01	33-25-1	3-segment container absent	control program permit in accordance with chapter 33-25-01; 2. Land applied under a solid waste permit in ac
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02-12.5	chapter	33-20-09	33-20-9	3-segment container absent	r a solid waste permit in accordance with chapter 33-20-09; or 3. Treated, if necessary, and discharged unde
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02-12.5	chapter	33-16-01	33-16-1	3-segment container absent	water discharge permit in accordance with chapter 33-16-01. History: Effective July 1, 2013. General Authori
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.2-01	section	23-20.3-02	23-20.3-2	3-segment container absent	.1-24-02-03 and North Dakota Century Code section 23-20.3-02. 33. "In situ leach mining" means a method of in-
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.2-01	chapter	33-10-04.1	33-10-4.1	3-segment container absent	oncentrations that exceed those listed in chapter 33-10-04.1, appendix B, table II, column 2. 58. "Receiving s
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.2-01	section	23-29-03	23-29-3	3-segment container absent	eaning given in North Dakota Century Code section 23-29-03. 65. "Submission" means the initial physical deli
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.2-20	chapter	33-16-02.1	33-16-2.1	3-segment container absent	the North Dakota water quality standards (chapter 33-16-02.1) or narrative standards; or b. To not exceed the
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.2-31	chapter	43-35	43-35	2-segment container absent	33.1-18-01 and North Dakota Century Code chapter 43-35. History: Effective January 1, 2009; amended effe
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-04	chapters	23-20.1	23-20.1	2-segment container absent	s set forth in North Dakota Century Code chapters 23-20.1, 23-20.2, and 23-20.5 and in North Dakota Adminis
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-04	chapters	23-20.2	23-20.2	2-segment container absent	th in North Dakota Century Code chapters 23-20.1, 23-20.2, and 23-20.5 and in North Dakota Administrative C
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-04	chapters	23-20.5	23-20.5	2-segment container absent	akota Century Code chapters 23-20.1, 23-20.2, and 23-20.5 and in North Dakota Administrative Code titles 33
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-04	titles	33-10	33-10	2-segment container absent	.5 and in North Dakota Administrative Code titles 33-10, 22-24, and 23-25. History: Effective July 1, 201
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-04	titles	22-24	22-24	2-segment container absent	in North Dakota Administrative Code titles 33-10, 22-24, and 23-25. History: Effective July 1, 2013. Gene
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-04	titles	23-25	23-25	2-segment container absent	kota Administrative Code titles 33-10, 22-24, and 23-25. History: Effective July 1, 2013. General Authori
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-23	article	33-20	33-20	2-segment container absent	rules in North Dakota Administrative Code article 33-20; and b. Geomembranes must be removed from impound
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.3-23	article	30-20	30-20	2-segment container absent	s a solid waste permit in compliance with article 30-20. 5. Topsoil and subsoil. The operator shall take
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.4-32	chapter	33-25-01	33-25-1	3-segment container absent	waste product shall be in accordance with chapter 33-25-01. 4. The operator shall take steps to minimize the
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.4-43	article	33-20	33-20	2-segment container absent	with the applicable solid waste rules in article 33-20; and b. Geomembranes must be removed from impound
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-02.4-43	article	33-20	33-20	2-segment container absent	s a solid waste permit in compliance with article 33-20. 5. Topsoil and subsoil. The operator shall take
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-07-10	article	33-18	33-18	2-segment container absent	facility wells must be in compliance with article 33-18. The location and construction of the borehole of
UNRESOLVED_CONTAINER	N.D.A.C. § 43-02-07-10	article	33-18	33-18	2-segment container absent	ion facilities must be in compliance with article 33-18. All geothermal energy extraction facilities, inc
UNRESOLVED_CONTAINER	N.D.A.C. § 45-06-03.1-01	chapters	43-26	43-26	2-segment container absent	licensed under North Dakota Century Code chapters 43-26, 43-37, 43-40, or 43-42. o. A home health care pr
UNRESOLVED_CONTAINER	N.D.A.C. § 45-06-03.1-01	chapter	23-17.1	23-17.1	2-segment container absent	orth Dakota Century Code chapter 23-16, 23-17, or 23-17.1. c. Certified rural health clinic, nursing facili
UNRESOLVED_CONTAINER	N.D.A.C. § 45-14-01-04	chapter	26.1-38	26.1-38	2-segment container absent	ted pursuant to North Dakota Century Code chapter 26.1-38; or (2) North Dakota insurance guaranty associati
UNRESOLVED_CONTAINER	N.D.A.C. § 48.1-02-01-08	section	36-05-10.1	36-5-10.1	3-segment container absent	e as defined in North Dakota Century Code section 36-05-10.1 must receive veterinary care and may not be offer
UNRESOLVED_CONTAINER	N.D.A.C. § 54-01-01-01	chapter	43-12	43-12	2-segment container absent	ng, codified as North Dakota Century Code chapter 43-12. The 1947 legislative assembly passed a law gover
UNRESOLVED_CONTAINER	N.D.A.C. § 54-01-01-01	chapter	43-21	43-21	2-segment container absent	es, codified as North Dakota Century Code chapter 43-21. The 1977 legislative assembly passed a Nurse Pra
UNRESOLVED_CONTAINER	N.D.A.C. § 54-07-05-07	section	54-02.1-01	54-2.1-1	3-segment container absent	riminal history record check according to section 54-02.1-01. 2. Pay the nonrefundable renewal fee and thirty
UNRESOLVED_CONTAINER	N.D.A.C. § 61-04-09-02	chapter	43-19	43-19	2-segment container absent	title, North Dakota Century Code chapter 43-15 or 43-19, or any federal, state, or local laws and rules.
UNRESOLVED_CONTAINER	N.D.A.C. § 61.5-01-01-01	chapter	43-26	43-26	2-segment container absent	evamped most of North Dakota Century Code chapter 43-26 on physical therapists, and in the process made t
